Subject,Model,Accuracy
3,ATCNet,79.51
3,ATCNet,78.47
3,ATCNet,78.12
3,ATCNet,79.51
3,ATCNet,80.9
3,ATCNet,80.56
3,ATCNet,80.56
3,ATCNet,80.56
3,ATCNet,80.56
3,ATCNet,80.21
3,ATCNet,80.21
3,ATCNet,80.56
3,ATCNet,79.51
3,ATCNet,80.9
3,ATCNet,81.25
3,ATCNet,81.94
3,ATCNet,81.25
3,ATCNet,80.9
3,ATCNet,81.6
3,ATCNet,81.25
3,ATCNet,81.25
3,ATCNet,82.29
3,ATCNet,82.29
3,ATCNet,81.94
3,ATCNet,81.6
3,ATCNet,81.6
3,ATCNet,81.94
3,ATCNet,81.94
3,ATCNet,81.94
3,ATCNet,81.94
3,ATCNet,81.94
3,ATCNet,81.6
3,ATCNet,81.94
3,ATCNet,80.9
3,ATCNet,80.9
3,ATCNet,81.25
3,ATCNet,81.94
3,ATCNet,80.9
3,ATCNet,81.6
3,ATCNet,81.6
4,ATCNet,30.21
4,ATCNet,37.15
4,ATCNet,38.19
4,ATCNet,37.5
4,ATCNet,35.42
4,ATCNet,34.72
4,ATCNet,35.76
4,ATCNet,36.46
4,ATCNet,38.54
4,ATCNet,37.15
4,ATCNet,38.19
4,ATCNet,43.75
4,ATCNet,44.1
4,ATCNet,44.44
4,ATCNet,45.14
4,ATCNet,46.53
4,ATCNet,48.61
4,ATCNet,47.57
4,ATCNet,47.92
4,ATCNet,46.88
4,ATCNet,46.18
4,ATCNet,47.92
4,ATCNet,47.57
4,ATCNet,47.92
4,ATCNet,49.65
4,ATCNet,50.69
4,ATCNet,48.26
4,ATCNet,49.65
4,ATCNet,50.69
4,ATCNet,49.31
4,ATCNet,48.96
4,ATCNet,52.43
4,ATCNet,52.08
4,ATCNet,51.04
4,ATCNet,50.35
4,ATCNet,48.96
4,ATCNet,53.82
4,ATCNet,51.74
4,ATCNet,52.78
4,ATCNet,51.74
4,ATCNet,50.69
4,ATCNet,53.12
4,ATCNet,55.9
4,ATCNet,55.9
4,ATCNet,56.94
4,ATCNet,55.21
4,ATCNet,51.74
4,ATCNet,52.78
4,ATCNet,54.17
4,ATCNet,53.12
4,ATCNet,52.08
4,ATCNet,52.43
4,ATCNet,54.86
4,ATCNet,54.86
4,ATCNet,53.82
4,ATCNet,53.12
4,ATCNet,55.9
4,ATCNet,55.56
4,ATCNet,55.21
4,ATCNet,55.56
4,ATCNet,54.86
4,ATCNet,55.21
4,ATCNet,55.21
4,ATCNet,54.86
4,ATCNet,54.51
4,ATCNet,55.56
4,ATCNet,55.21
4,ATCNet,54.86
4,ATCNet,55.9
4,ATCNet,54.17
4,ATCNet,54.17
4,ATCNet,54.86
4,ATCNet,54.51
4,ATCNet,56.25
4,ATCNet,55.9
4,ATCNet,55.9
4,ATCNet,55.9
4,ATCNet,56.6
4,ATCNet,56.25
4,ATCNet,55.9
4,ATCNet,55.9
4,ATCNet,56.25
4,ATCNet,55.9
4,ATCNet,55.9
4,ATCNet,56.94
4,ATCNet,56.6
4,ATCNet,56.25
4,ATCNet,56.25
4,ATCNet,56.6
4,ATCNet,56.25
4,ATCNet,55.9
4,ATCNet,55.56
4,ATCNet,55.56
4,ATCNet,55.56
4,ATCNet,55.9
4,ATCNet,55.9
4,ATCNet,55.56
4,ATCNet,55.9
4,ATCNet,55.9
5,ATCNet,33.33
5,ATCNet,36.81
5,ATCNet,42.71
5,ATCNet,48.61
5,ATCNet,52.78
5,ATCNet,56.25
5,ATCNet,57.29
5,ATCNet,60.76
5,ATCNet,59.03
5,ATCNet,60.42
5,ATCNet,61.81
5,ATCNet,63.54
5,ATCNet,65.28
5,ATCNet,66.32
5,ATCNet,67.36
5,ATCNet,67.71
5,ATCNet,67.71
5,ATCNet,68.06
5,ATCNet,69.1
5,ATCNet,67.71
5,ATCNet,68.4
5,ATCNet,72.22
5,ATCNet,72.92
5,ATCNet,73.26
5,ATCNet,71.18
5,ATCNet,71.88
5,ATCNet,70.49
5,ATCNet,71.18
5,ATCNet,72.22
5,ATCNet,73.96
5,ATCNet,72.22
5,ATCNet,73.26
5,ATCNet,75.0
5,ATCNet,75.35
5,ATCNet,74.31
5,ATCNet,73.96
5,ATCNet,76.04
5,ATCNet,75.69
5,ATCNet,75.69
5,ATCNet,73.61
5,ATCNet,73.61
5,ATCNet,75.0
5,ATCNet,74.65
5,ATCNet,73.96
5,ATCNet,74.31
5,ATCNet,73.61
5,ATCNet,75.0
5,ATCNet,73.96
5,ATCNet,74.31
5,ATCNet,75.0
5,ATCNet,76.04
5,ATCNet,73.96
5,ATCNet,73.26
5,ATCNet,75.0
5,ATCNet,75.35
5,ATCNet,77.08
5,ATCNet,75.35
5,ATCNet,75.69
5,ATCNet,74.65
5,ATCNet,76.39
5,ATCNet,75.35
5,ATCNet,76.04
5,ATCNet,76.04
5,ATCNet,75.35
5,ATCNet,75.69
5,ATCNet,75.69
5,ATCNet,75.35
5,ATCNet,75.69
5,ATCNet,76.04
5,ATCNet,76.74
5,ATCNet,76.04
5,ATCNet,76.74
5,ATCNet,75.69
5,ATCNet,75.69
5,ATCNet,76.04
5,ATCNet,76.39
5,ATCNet,76.04
5,ATCNet,75.0
5,ATCNet,75.35
5,ATCNet,75.35
5,ATCNet,75.0
5,ATCNet,75.0
5,ATCNet,75.35
5,ATCNet,75.35
5,ATCNet,75.69
5,ATCNet,75.69
5,ATCNet,75.69
5,ATCNet,75.69
5,ATCNet,76.04
5,ATCNet,76.04
5,ATCNet,76.04
5,ATCNet,76.04
5,ATCNet,76.04
5,ATCNet,75.69
5,ATCNet,76.04
5,ATCNet,76.04
5,ATCNet,76.04
5,ATCNet,76.04
5,ATCNet,76.04
6,ATCNet,27.08
6,ATCNet,32.29
6,ATCNet,32.99
6,ATCNet,34.38
6,ATCNet,37.5
6,ATCNet,37.5
6,ATCNet,39.24
6,ATCNet,43.75
6,ATCNet,44.1
6,ATCNet,44.44
6,ATCNet,46.88
6,ATCNet,46.88
6,ATCNet,46.53
6,ATCNet,49.31
6,ATCNet,50.0
6,ATCNet,51.39
6,ATCNet,51.39
6,ATCNet,52.43
6,ATCNet,54.17
6,ATCNet,53.12
6,ATCNet,53.82
6,ATCNet,57.64
6,ATCNet,55.9
6,ATCNet,57.99
6,ATCNet,60.42
6,ATCNet,58.68
6,ATCNet,58.68
6,ATCNet,60.07
6,ATCNet,59.72
6,ATCNet,61.11
6,ATCNet,61.81
6,ATCNet,61.81
6,ATCNet,61.81
6,ATCNet,60.76
6,ATCNet,61.11
6,ATCNet,60.76
6,ATCNet,62.5
6,ATCNet,61.46
6,ATCNet,61.11
6,ATCNet,63.89
6,ATCNet,63.19
6,ATCNet,63.19
6,ATCNet,61.46
6,ATCNet,61.46
6,ATCNet,62.5
6,ATCNet,64.24
6,ATCNet,64.24
6,ATCNet,64.24
6,ATCNet,63.89
6,ATCNet,62.5
6,ATCNet,60.76
6,ATCNet,60.76
6,ATCNet,61.46
6,ATCNet,60.76
6,ATCNet,62.15
6,ATCNet,61.11
6,ATCNet,59.72
6,ATCNet,60.42
6,ATCNet,60.07
6,ATCNet,60.42
6,ATCNet,60.76
6,ATCNet,59.72
6,ATCNet,61.46
6,ATCNet,61.81
7,ATCNet,32.29
7,ATCNet,41.67
7,ATCNet,45.14
7,ATCNet,52.43
7,ATCNet,53.47
7,ATCNet,53.47
7,ATCNet,55.56
7,ATCNet,55.9
7,ATCNet,53.82
7,ATCNet,57.29
7,ATCNet,57.99
7,ATCNet,56.94
7,ATCNet,57.99
7,ATCNet,60.76
7,ATCNet,60.76
7,ATCNet,58.33
7,ATCNet,60.42
7,ATCNet,60.07
7,ATCNet,61.11
7,ATCNet,61.81
7,ATCNet,62.15
7,ATCNet,59.38
7,ATCNet,62.15
7,ATCNet,63.89
7,ATCNet,65.62
7,ATCNet,62.85
7,ATCNet,64.58
7,ATCNet,64.58
7,ATCNet,64.24
7,ATCNet,65.62
7,ATCNet,66.32
7,ATCNet,65.62
7,ATCNet,65.28
7,ATCNet,66.32
7,ATCNet,64.93
7,ATCNet,65.62
7,ATCNet,64.93
7,ATCNet,67.01
7,ATCNet,67.36
7,ATCNet,64.93
7,ATCNet,68.4
7,ATCNet,68.06
7,ATCNet,65.28
7,ATCNet,67.01
7,ATCNet,67.36
7,ATCNet,66.67
7,ATCNet,64.58
7,ATCNet,65.97
7,ATCNet,68.4
7,ATCNet,69.1
7,ATCNet,67.36
7,ATCNet,69.44
7,ATCNet,67.71
7,ATCNet,68.75
7,ATCNet,68.75
7,ATCNet,67.01
7,ATCNet,69.1
7,ATCNet,69.44
7,ATCNet,68.75
7,ATCNet,70.49
7,ATCNet,69.1
7,ATCNet,68.75
7,ATCNet,69.1
7,ATCNet,69.44
7,ATCNet,68.75
7,ATCNet,68.75
7,ATCNet,69.44
7,ATCNet,68.75
7,ATCNet,69.1
7,ATCNet,69.79
7,ATCNet,69.44
7,ATCNet,69.1
7,ATCNet,69.79
7,ATCNet,69.79
7,ATCNet,70.14
7,ATCNet,69.79
7,ATCNet,69.79
7,ATCNet,69.79
7,ATCNet,70.14
7,ATCNet,69.79
7,ATCNet,69.44
7,ATCNet,69.44
7,ATCNet,69.79
7,ATCNet,69.79
7,ATCNet,69.79
7,ATCNet,69.79
7,ATCNet,69.1
7,ATCNet,69.1
7,ATCNet,68.75
8,ATCNet,35.07
8,ATCNet,37.5
8,ATCNet,38.54
8,ATCNet,39.58
8,ATCNet,40.62
8,ATCNet,39.58
8,ATCNet,41.67
8,ATCNet,43.4
8,ATCNet,43.06
8,ATCNet,42.01
8,ATCNet,44.1
8,ATCNet,48.96
8,ATCNet,50.69
8,ATCNet,45.49
8,ATCNet,48.96
8,ATCNet,48.96
8,ATCNet,48.96
8,ATCNet,53.82
8,ATCNet,55.21
8,ATCNet,54.51
8,ATCNet,56.25
8,ATCNet,59.72
8,ATCNet,61.11
8,ATCNet,51.04
8,ATCNet,56.94
8,ATCNet,62.85
8,ATCNet,61.46
8,ATCNet,61.46
8,ATCNet,62.85
8,ATCNet,62.5
8,ATCNet,61.46
8,ATCNet,61.81
8,ATCNet,62.85
8,ATCNet,62.85
8,ATCNet,64.93
8,ATCNet,65.97
8,ATCNet,63.19
8,ATCNet,63.89
8,ATCNet,65.97
8,ATCNet,67.71
8,ATCNet,67.01
8,ATCNet,67.71
8,ATCNet,65.97
8,ATCNet,68.75
8,ATCNet,68.75
8,ATCNet,66.67
8,ATCNet,66.67
8,ATCNet,69.44
8,ATCNet,68.4
8,ATCNet,68.06
8,ATCNet,68.75
8,ATCNet,70.49
8,ATCNet,71.53
8,ATCNet,70.83
8,ATCNet,71.18
8,ATCNet,70.49
8,ATCNet,69.79
8,ATCNet,72.22
8,ATCNet,72.22
8,ATCNet,71.88
8,ATCNet,72.22
8,ATCNet,71.18
8,ATCNet,71.53
8,ATCNet,72.92
8,ATCNet,71.18
8,ATCNet,71.88
8,ATCNet,71.18
8,ATCNet,70.83
8,ATCNet,71.18
8,ATCNet,72.22
8,ATCNet,71.88
8,ATCNet,71.18
8,ATCNet,73.26
8,ATCNet,73.26
8,ATCNet,72.22
8,ATCNet,72.22
8,ATCNet,72.22
8,ATCNet,72.22
8,ATCNet,72.22
8,ATCNet,72.57
8,ATCNet,72.22
8,ATCNet,72.22
8,ATCNet,72.92
8,ATCNet,72.57
8,ATCNet,72.57
8,ATCNet,72.22
8,ATCNet,71.88
8,ATCNet,71.88
8,ATCNet,71.88
8,ATCNet,71.88
8,ATCNet,72.22
9,ATCNet,26.39
9,ATCNet,24.31
9,ATCNet,25.69
9,ATCNet,29.51
9,ATCNet,29.17
9,ATCNet,31.6
9,ATCNet,33.33
9,ATCNet,35.07
9,ATCNet,39.93
9,ATCNet,42.36
9,ATCNet,41.32
9,ATCNet,40.28
9,ATCNet,42.01
9,ATCNet,43.4
9,ATCNet,46.88
9,ATCNet,49.31
9,ATCNet,47.22
9,ATCNet,51.04
9,ATCNet,52.43
9,ATCNet,55.21
9,ATCNet,55.21
9,ATCNet,55.21
9,ATCNet,59.03
9,ATCNet,58.68
9,ATCNet,58.33
9,ATCNet,57.99
9,ATCNet,59.03
9,ATCNet,61.46
9,ATCNet,62.5
9,ATCNet,62.15
9,ATCNet,64.24
9,ATCNet,61.81
9,ATCNet,61.46
9,ATCNet,61.46
9,ATCNet,62.15
9,ATCNet,64.58
9,ATCNet,65.97
9,ATCNet,64.24
9,ATCNet,64.93
9,ATCNet,63.89
9,ATCNet,65.62
9,ATCNet,65.97
9,ATCNet,64.93
9,ATCNet,66.67
9,ATCNet,67.01
9,ATCNet,65.28
9,ATCNet,65.28
9,ATCNet,65.62
9,ATCNet,67.01
9,ATCNet,67.71
9,ATCNet,66.67
9,ATCNet,65.62
9,ATCNet,65.97
9,ATCNet,67.36
9,ATCNet,67.01
9,ATCNet,67.36
9,ATCNet,69.1
9,ATCNet,68.4
9,ATCNet,70.14
9,ATCNet,70.14
9,ATCNet,69.44
9,ATCNet,70.14
9,ATCNet,69.79
9,ATCNet,69.44
9,ATCNet,69.44
9,ATCNet,69.1
9,ATCNet,68.75
9,ATCNet,70.83
9,ATCNet,71.18
9,ATCNet,71.53
9,ATCNet,70.14
9,ATCNet,70.49
9,ATCNet,70.14
9,ATCNet,69.79
9,ATCNet,69.79
9,ATCNet,69.44
9,ATCNet,70.14
9,ATCNet,70.49
9,ATCNet,70.83
9,ATCNet,69.79
9,ATCNet,70.14
9,ATCNet,69.1
9,ATCNet,70.14
9,ATCNet,69.79
9,ATCNet,69.79
9,ATCNet,69.79
